ids,l_id,r_id,label,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,year_days_sim,year_years_sim,year_days_diff_sim,year_all_missing,length_num_abs_diff_sim,length_num_sim,length_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,sum_weighted_scores
m2pp_2081_275,m2pp_2081,275,0,0.1923076923076923,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9980072837215694,0.0,0,0.2142857142857143,0.037037037037037035,0.0,0.0,0,0.125,0.0,0.0,0.0,0,0.1333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0684159173687687
m2pp_1163_3801,m2pp_1163,3801,0,0.2592592592592593,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9771868343296914,0.0,0,0.1333333333333333,0.0,0.0,0.0,0,0.19999999999999996,0.0,0.0,0.0,0,0.12222222222222223,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.06796224090562193
m2pp_542_2780,m2pp_542,2780,0,0.06896551724137934,0.0,0.0,0.0,0,0.0,0.0,0.9988867014931231,0,-1.0,-1.0,0,0.125,0.045454545454545456,0.0,0.0,0,0.19999999999999996,0.0,0.0,0.0,0,0.41463414634146345,0.2037037037037037,0.125,0.0,0,0.0,0.0,0.0,0.0,0,0.07371766927120997
m2pp_3297_1659,m2pp_3297,1659,0,0.4482758620689655,0.23404255319148937,0.125,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.2142857142857143,0.037037037037037035,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19047619047619047,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.05435309305279789
m2pp_2972_519,m2pp_2972,519,0,0.21568627450980393,0.18181818181818182,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9909297052154195,0.0,0,0.125,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.11111111111111116,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0656696633269317
m2pp_3790_882,m2pp_3790,882,0,0.08333333333333337,0.0,0.0,0.0,0,0.0,1.0,0.9998609329380527,0,0.9998625712911428,0.5,0,0.33333333333333337,0.12903225806451613,0.25,0.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2977182783230601
m2pp_2507_2514,m2pp_2507,2514,0,0.17647058823529416,0.0,0.0,0.0,0,0.0,0.0,0.9966601044793691,0,0.9569848141276712,0.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.1875,0.056451612903225805,0.05555555555555555,0.0,0,0.5,0.16666666666666666,0.0,0.0,0,0.28155369844465106
m2pp_1919_3447,m2pp_1919,3447,0,0.25,0.06451612903225806,0.14285714285714285,0.0,0,0.0,0.0,0.9980515371101407,0,0.999244142101285,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.37142857142857144,0.40625,0.4,0.0,0,0.0,0.0,0.0,0.0,0,0.2927153565969807
m2pp_756_3160,m2pp_756,3160,0,0.25806451612903225,0.018518518518518517,0.0,0.0,0,0.0,0.0,0.9973558207947549,0,0.9996564282278568,0.5,0,0.2222222222222222,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.4130434782608695,0.24561403508771928,0.2857142857142857,0.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.33118624939825014
m2pp_1027_1447,m2pp_1027,1447,0,0.28888888888888886,0.08196721311475409,0.07692307692307693,0.0,0,0.0,0.0,0.9994433507465615,0,0.9989692846835704,0.0,0,0.3846153846153846,0.13636363636363635,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.23404255319148937,0.13513513513513514,0.08333333333333333,0.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.3107960713710998
m2pp_3725_564,m2pp_3725,564,0,0.19999999999999996,0.0,0.0,0.0,0,0.0,0.0,0.9981909851777372,0,0.9969765684051398,0.0,0,0.17948717948717952,0.017543859649122806,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.47058823529411764,0.36585365853658536,0.2857142857142857,0.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.3152378415830205
m2pp_2040_587,m2pp_2040,587,0,0.045454545454545414,0.0,0.0,0.0,0,0.0,1.0,0.9998609329380527,0,0.9999312856455713,0.5,0,0.19999999999999996,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.30000000000000004,0.19642857142857142,0.25,0.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.33441781922205716
m2pp_1817_1528,m2pp_1817,1528,0,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.0,0,-1.0,-1.0,-1.0,0,0.9783549783549783,0.0,0,0.0714285714285714,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.19047619047619047,0.029411764705882353,0.2,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.31470219978941316
m2pp_2869_2273,m2pp_2869,2273,0,0.1333333333333333,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9984195698481413,0.0,0,0.16666666666666663,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.0625,0.0,0.0,0.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.3104595692662064
m2pp_2469_3218,m2pp_2469,3218,0,0.08064516129032262,0.0125,0.06666666666666667,0.0,0,-1.0,-1.0,-1.0,0,0.981103552532124,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0.36363636363636365,0.12962962962962962,0.16666666666666666,0.0,0,0.0,0.0,0.0,0.0,0,0.40596933021523607
