ids,l_id,r_id,label,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,year_days_sim,year_years_sim,year_days_diff_sim,year_all_missing,length_num_abs_diff_sim,length_num_sim,length_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,sum_weighted_scores
m3pp_3036_m2pp_1816,m3pp_3036,m2pp_1816,0,0.04347826086956519,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9990788096005154,0.0,0,0.09090909090909094,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2954545454545454,0.22448979591836735,0.14285714285714285,0.0,0,0.0,0.0,0.0,0.0,0,0.07860504910503507
m3pp_1586_m2pp_3262,m3pp_1586,m2pp_3262,0,0.13043478260869568,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0,0.07692307692307687,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2857142857142857,0.1282051282051282,0.0,0.0,0,0.5,0.16666666666666666,0.0,0.0,0,0.060000709750026915
m3pp_3700_m2pp_1094,m3pp_3700,m2pp_1094,0,0.16000000000000003,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9998439513530928,0.0,0,0.0714285714285714,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0,0.2692307692307693,0.2222222222222222,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.08053413190938505
m3pp_1961_m2pp_938,m3pp_1961,m2pp_938,0,0.19354838709677424,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.15000000000000002,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0,0.11538461538461542,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.026762233805964184
m3pp_2075_m2pp_2777,m3pp_2075,m2pp_2777,0,0.21875,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0,0.2142857142857143,0.03571428571428571,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.5238095238095238,0.28125,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0.06872950885140999
m3pp_3847_m2pp_2027,m3pp_3847,m2pp_2027,0,0.16216216216216217,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.2777777777777778,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.40740740740740744,0.1956521739130435,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,0,0.05381751333181802
m3pp_3887_m2pp_938,m3pp_3887,m2pp_938,0,0.30000000000000004,0.10344827586206896,0.2,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.19999999999999996,0.02702702702702703,0.0,0.0,0,0.125,0.0,0.0,0.0,0,0.15000000000000002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.05112747516913019
m3pp_2917_m2pp_1857,m3pp_2917,m2pp_1857,0,0.08333333333333337,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0,0.21052631578947367,0.0,0.0,0.0,0,0.4285714285714286,0.2,0.0,0.0,0,0.1428571428571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.04724649933434784
m3pp_2108_m2pp_3594,m3pp_2108,m2pp_3594,0,0.2142857142857143,0.07142857142857142,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9994764819587629,0.0,0,0.052631578947368474,0.0,0.0,0.0,0,0.2222222222222222,0.0,0.0,0.0,0,0.1428571428571429,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.07342684849262845
m3pp_2086_m2pp_3289,m3pp_2086,m2pp_3289,0,0.20833333333333337,0.04878048780487805,0.14285714285714285,0.0,0,-1.0,-1.0,-1.0,0,0.9990737757731959,0.0,0,0.30000000000000004,0.12903225806451613,0.25,0.0,0,1.0,1.0,1.0,1.0,0,0.2727272727272727,0.058823529411764705,0.0,0.0,0,0.5,0.16666666666666666,0.0,0.0,0,0.3093184090889561
