ids,l_id,r_id,label,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,year_days_sim,year_years_sim,year_days_diff_sim,year_all_missing,length_num_abs_diff_sim,length_num_sim,length_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,sum_weighted_scores
m1pp_2008_3442,m1pp_2008,3442,0,0.13636363636363635,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.19999999999999996,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.46875,0.21739130434782608,0.2222222222222222,0.0,0,0.0,0.0,0.0,0.0,0,0.05937501361794571
m1pp_2536_455,m1pp_2536,455,0,0.24137931034482762,0.019230769230769232,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.41463414634146345,0.19642857142857142,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,0,0.045890641047234816
m1pp_1614_3148,m1pp_1614,3148,0,0.05882352941176472,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.05882352941176472,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0011339097167263885
m1pp_2415_1769,m1pp_2415,1769,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,0.9979577944179714,0.0,0,0.09090909090909094,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19999999999999996,0.025,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.05884550540332642
m1pp_2632_267,m1pp_2632,267,0,0.1428571428571429,0.01818181818181818,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.1578947368421053,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.26086956521739135,0.022222222222222223,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.026145413453706332
m1pp_538_2481,m1pp_538,2481,0,0.3076923076923077,0.06818181818181818,0.0,0.0,0,0.0,0.0,0.9984727323039544,0,-1.0,-1.0,0,0.09375,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1578947368421053,0.034482758620689655,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0581869862841577
m1pp_1955_1897,m1pp_1955,1897,0,0.23529411764705888,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.11538461538461542,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.15384615384615385,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.021112844185791284
m1pp_3067_3478,m1pp_3067,3478,0,0.05882352941176472,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9872702518720218,0.0,0,0.1428571428571429,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0714285714285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0561007159187224
m1pp_3288_2356,m1pp_3288,2356,0,0.0,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9800544588155208,0.0,0,0.33333333333333337,0.06896551724137931,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.25,0.11320754716981132,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,0,0.08688325723767389
m1pp_1659_2114,m1pp_1659,2114,0,0.24,0.05263157894736842,0.0,0.0,0,0.0,0.0,0.9970845835667821,0,0.9968686181075561,0.0,0,0.11111111111111116,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2790697674418605,0.16393442622950818,0.2222222222222222,0.0,0,0.0,0.0,0.0,0.0,0,0.12660862686342303
