id,label,sum_weighted_sim,sum_sim,binding_sum_sim,firstauthor_sum_sim,pages_sum_sim,pubdate_sum_sim,publisher_sum_sim,title_sum_sim
ban_6851_bx_167683,0,0.09433498105671884,0.08947166528498994,-1.0,0.3690476190476191,-1.0,-1.0,0.04943064182194616,0.04547223663725999
ban_10477_bx_235893,0,0.0863566693260849,0.08171025691133389,-1.0,0.3039583333333333,-1.0,-1.0,0.016666666666666663,0.06332889744581363
ban_13676_bx_28536,0,0.07833678098846596,0.07445866187210841,-1.0,0.3356060606060606,-1.0,-1.0,0.035714285714285726,0.03263894817723897
ban_11451_bx_14784,0,0.08102553525992506,0.07693557322916705,-1.0,0.3324175824175824,-1.0,-1.0,0.07919254658385091,0.02391975308641976
ban_16465_bx_215651,0,0.14479781201478775,0.20341061586273051,-1.0,0.3052083333333333,-1.0,0.9997651479567872,0.019230769230769214,0.04357298474945535
ban_4610_bx_111555,0,0.10820778256650886,0.12347514447381272,-1.0,0.30729166666666663,-1.0,0.3180592523006803,0.06306818181818183,0.04666666666666667
ban_1767_bx_130329,0,0.13279663198709687,0.14726287727239593,-1.0,0.3426075268817205,-1.0,0.3301410851904041,0.02586206896551724,0.08951717095940652
ban_16293_bx_1795,0,0.14148201530823226,0.15493483153377413,-1.0,0.3516483516483516,-1.0,0.3231433641250457,0.2797619047619048,0.018210678210678212
ban_15211_bx_65718,0,0.11572510684079515,0.13019189688970406,-1.0,0.2445701357466063,-1.0,0.3192944000835029,0.15997023809523808,0.04773867730313947
ban_5091_bx_28632,0,0.11309420166117752,0.1067439111521288,-1.0,0.35000000000000003,-1.0,-1.0,0.05,0.08448100746862358
ban_494_bx_72343,0,0.11576081240775507,0.12996584177001766,-1.0,0.29666666666666663,-1.0,0.3113572708452934,0.08506944444444445,0.05689445589556578
ban_1864_bx_64902,0,0.12191666786358668,0.1358158338012151,-1.0,0.3697916666666666,-1.0,0.3077388097350521,0.02586206896551724,0.06428571428571428
ban_3521_bx_202983,0,0.12949052683096687,0.14199543035525608,-1.0,0.32231800766283525,-1.0,0.29936676930570777,0.023809523809523808,0.09464017123683906
ban_8600_bx_37344,0,0.12362447503153125,0.11622795895349405,-1.0,0.2929487179487179,-1.0,-1.0,0.2517857142857143,0.05427350427350428
ban_5208_bx_130130,0,0.14795017521306678,0.18386076247014926,-1.0,0.33100414078674945,-1.0,0.6649835603569749,0.04629629629629632,0.07246690128792321
ban_10330_bx_189302,0,0.1083642380048996,0.10221941407540333,-1.0,0.3261217948717948,-1.0,-1.0,0.02272727272727273,0.09292636951816688
ban_10368_bx_215185,0,0.12559133976041795,0.11822739269357027,-1.0,0.3270833333333333,-1.0,-1.0,0.17096560846560846,0.07363797249581804
ban_517_bx_221432,0,0.10951596565149743,0.12398424273146355,-1.0,0.2879273504273504,-1.0,0.3094306142685664,0.037037037037037035,0.06492387886021288
ban_5922_bx_155088,0,0.10566222465503866,0.1205130218226418,-1.0,0.3572567783094099,-1.0,0.3051554372597116,0.033333333333333326,0.037515664160401
ban_5992_bx_135952,0,0.1242796421621383,0.13817869164375488,-1.0,0.33928571428571425,-1.0,0.31270114642589986,0.058823529411764726,0.06672044636082224
