id,label,sum_weighted_sim,sum_sim,binding_sum_sim,firstauthor_sum_sim,pages_sum_sim,pubdate_sum_sim,publisher_sum_sim,title_sum_sim
ban_3218_wor_36746,0,0.09792493952777964,0.12999326336745246,-1.0,0.1821428571428572,-1.0,0.6637741686001547,0.06756756756756757,0.029761904761904764
ban_10270_wor_27010,0,0.08584225395452429,0.10614540733533706,-1.0,0.30362318840579705,0.4842422750215438,-1.0,0.020833333333333343,0.03675645342312009
ban_15076_wor_10658,0,0.052944527512573315,0.06894251518478661,1.0,-1.0,-1.0,-1.0,0.05166666666666666,0.045238095238095216
ban_2698_wor_48369,0,0.1250637002799038,0.1560950335306298,-1.0,0.3214285714285714,0.498030284377693,0.31733178654292343,0.024999999999999998,0.053010488848084736
ban_6322_wor_29530,0,0.13433440905162403,0.16215960136015078,-1.0,0.2833333333333333,0.4871968484550044,0.32497293116782683,0.03409090909090909,0.07576165498160049
ban_4916_wor_3063,0,0.1211709724866234,0.15067342262446526,-1.0,0.2883333333333333,0.4935984242275022,0.312737819025522,0.05769230769230769,0.04419219300623475
ban_10434_wor_41850,0,0.10668162759916393,0.12402956071094555,-1.0,0.2929487179487179,0.4985227132832698,-1.0,0.04166666666666666,0.06842933318127659
ban_455_wor_28669,0,0.21528694306650534,0.2592724025534038,-1.0,0.4772727272727273,0.4931059953219254,0.6611987625676721,0.12766372141372145,0.09592309145880573
ban_7_wor_25499,0,0.23602683159221535,0.29469377459991225,-1.0,0.3205128205128205,1.0,0.9993348801237432,0.05172413793103448,0.08298426147017696
ban_15467_wor_13950,0,0.23871357570150306,0.3074191494593152,1.0,0.2800480769230769,0.4975378554721162,0.9993271461716938,0.2556818181818182,0.05718954248366015
ban_1295_wor_29836,0,0.212459781623636,0.2699476246108745,-1.0,1.0,0.4995075710944232,0.3135576179427688,0.020833333333333343,0.056390977443609026
ban_3633_wor_43180,0,0.2169019612564306,0.2420922511230603,-1.0,0.3115842490842491,0.7498153391604088,0.3211136890951276,0.3345430107526882,0.09011287607512107
ban_1838_wor_35644,0,0.21607683455712293,0.2461835191959917,-1.0,0.5008771929824561,0.498030284377693,0.3195359628770301,0.25629343629343626,0.10073240806902456
ban_1125_wor_29019,0,0.2994727666388625,0.3478363689040057,-1.0,1.0,0.4970454265665394,0.3202552204176334,0.5684523809523809,0.035042735042735036
ban_3803_wor_27408,0,0.2399509804130593,0.30997776942618704,-1.0,1.0,0.4988304813492552,0.6629698375870069,0.05434782608695651,0.042901234567901236
ban_2078_wor_4509,0,0.2873177674370265,0.3417895807876212,-1.0,1.0,0.7498153391604088,0.32590873936581594,0.2444444444444445,0.08733974358974357
ban_2294_wor_41708,0,0.2274663482948307,0.28307509673320297,-1.0,1.0,0.497691739505109,0.3085924207269915,0.11979166666666664,0.05230094726062468
ban_1531_wor_2193,0,0.22117766935608546,0.2539057939279044,-1.0,0.5651223776223776,0.4758709836267389,0.31027842227378194,0.04310344827586207,0.17601453642716722
ban_2062_wor_44702,0,0.2435599202759849,0.2975706593805279,-1.0,1.0,0.4955681398498092,0.31279969064191804,0.2161764705882353,0.049717038691630334
ban_312_wor_15072,0,0.2591384486632929,0.3420033644770891,-1.0,1.0,0.4950757109442324,0.9997679814385152,0.048353040540540536,0.029499343597087963
ban_3556_wor_14543,0,0.26117912832867546,0.30564982823004194,-1.0,1.0,-1.0,0.31861562258314,0.029411764705882363,0.22195378624649365
ban_1815_wor_12973,0,0.20145700772576333,0.25184174471564463,-1.0,0.28787878787878785,0.4927366736427428,0.9997989172467132,0.04310344827586207,0.09132068435063828
ban_3256_wor_46571,0,0.203391734196426,0.2598870586096281,-1.0,0.3033088235294118,0.7498768927736058,0.9977726218097448,0.046875,0.05963363135069846
ban_15672_wor_6214,0,0.22868745380434,0.29889724407734986,1.0,0.2940356744704571,0.4910747260864213,0.9978963650425366,0.15202702702702706,0.07050718730739408
ban_2417_wor_2440,0,0.2047629448357104,0.2635281812400462,-1.0,1.0,0.4990151421888464,0.3162258313998453,0.0625,0.028571428571428567
ban_3801_wor_18875,0,0.2277495925538537,0.3080529563489894,-1.0,1.0,-1.0,0.9976179427687548,0.03260869565217392,0.05999317289639869
ban_3449_wor_26431,0,0.34055442094129873,0.39963450693917424,-1.0,1.0,0.4959374615289918,0.6626140757927301,0.6792929292929293,0.02212090509962851
ban_3242_wor_10630,0,0.3707764603023793,0.4106272693286725,-1.0,1.0,0.494829496491444,0.3045784996133024,1.0,0.02635135135135135
ban_1298_wor_8956,0,0.3322200423055807,0.37575108492248577,-1.0,1.0,0.4950757109442324,0.30962103634957466,0.5684523809523809,0.0961226851851852
ban_2699_wor_34933,0,0.3335531056456928,0.3755080532454597,-1.0,1.0,0.4990151421888464,0.3153982985305491,0.09974805313788364,0.24961652829299885
ban_1713_wor_34905,0,0.32667707425448683,0.3701117289114844,-1.0,1.0,0.498030284377693,0.30224284609435426,0.4222537878787879,0.13438263557356378
ban_410_wor_7858,0,0.3141825674148611,0.3604046195574409,-1.0,1.0,0.4946756124584513,0.3077416860015468,0.6792929292929293,0.027777777777777773
ban_3957_wor_13377,0,0.3321228762639736,0.3238810120372944,-1.0,0.07352941176470587,0.4862119906438508,0.32181747873163186,1.0,0.15896366906727225
ban_2178_wor_29022,0,0.30625604797362005,0.3531263318082538,-1.0,1.0,0.4921211375107718,0.3094276875483372,0.5684523809523809,0.04953131493829167
ban_2205_wor_10963,0,0.31897831416071903,0.3629507451831278,-1.0,1.0,0.4970454265665394,0.2805800464037123,0.5684523809523809,0.07626869658119657
ban_1335_wor_34164,0,0.3052592100396418,0.3634646492172925,-1.0,1.0,1.0,0.3250580046403712,0.434375,0.028273809523809517
ban_2761_wor_39358,0,0.33384132121009097,0.4067525059463992,-1.0,1.0,0.4995075710944232,0.9986542923433874,0.0,0.18000996810207334
ban_2173_wor_30648,0,0.33545761599190826,0.4145381909052119,-1.0,1.0,0.7499076695802044,0.9976102088167051,0.2683333333333333,0.06591970121381886
ban_2426_wor_36751,0,0.3331649372438709,0.3757369109448744,-1.0,1.0,0.4931059953219254,0.32292343387471,0.19603369603369605,0.2171556498748508
ban_1834_wor_31545,0,0.3801615775139563,0.4194429020762048,-1.0,1.0,0.4844884894743322,0.3239133797370456,1.0,0.04166666666666666
ban_979_wor_18856,0,0.3167175988733505,0.3608379978523987,-1.0,1.0,0.498030284377693,0.32006187161639604,0.04184472934472934,0.2373550858125326
ban_54_wor_8197,0,0.35999370833858474,0.3858042136786646,-1.0,0.565625,1.0,0.30481825212683683,0.4645977011494253,0.22067816442816446
ban_1222_wor_16428,0,0.3828831285969113,0.41845478461189867,-1.0,1.0,0.4875969469407854,0.3240757927300851,0.0925990675990676,0.3411965814669517
ban_5936_wor_20294,0,0.3368483622371987,0.4144295330261159,-1.0,1.0,0.49089006524683,0.9975792730085074,0.4257478632478633,0.06824432881956471
ban_1834_wor_31536,0,0.3950963028047415,0.43209435060196266,-1.0,1.0,0.4842422750215438,0.31720030935808197,1.0,0.06970708689458689
ban_581_wor_32295,0,0.3398457304835832,0.3966780599184175,-1.0,1.0,0.4990151421888464,0.6613457076566126,0.05769230769230769,0.22274363010970152
ban_1914_wor_45137,0,0.3461988687449773,0.4054347245354159,-1.0,1.0,-1.0,0.9976179427687548,0.03448275862068967,0.2456461101622392
ban_8223_wor_1684,0,0.359201123434558,0.3429266423541488,-1.0,0.2712506486766996,0.4963067832081744,-1.0,0.2638528138528139,0.4582937826293308
ban_717_wor_42197,0,0.3133248562433644,0.3953030705081967,-1.0,1.0,0.7499076695802044,0.9983758700696056,0.25629343629343626,0.02967563837129055
