id,label,sum_weighted_sim,sum_sim,binding_sum_sim,firstauthor_sum_sim,pages_sum_sim,pubdate_sum_sim,publisher_sum_sim,title_sum_sim
wor_8166_half_2436,0,0.08875291879877721,0.09272469265998604,-1.0,0.25535714285714284,0.4955880878371604,-1.0,0.013888888888888895,0.033091787439613524
wor_11619_half_2236,0,0.09051752792369017,0.0918822288188076,-1.0,0.2476708074534161,-1.0,0.2783121977226856,0.015625,0.04613316790736146
wor_38453_half_2629,0,0.09901993583214892,0.10286261657755387,-1.0,0.27098214285714284,0.4917276646946756,-1.0,0.05,0.03746639784946237
wor_20417_half_2182,0,0.033266174907281995,0.03142527116246499,-1.0,-1.0,-1.0,-1.0,0.056187569367369586,0.05263157894736842
wor_38662_half_2052,0,0.09947496547676796,0.10325190243123256,0.0,0.2956862745098039,0.4775393562619072,-1.0,0.04158249158249158,0.035202639040274285
wor_20409_half_2182,0,0.0043626372634699255,0.004313331423211699,-1.0,-1.0,-1.0,-1.0,0.056187569367369586,0.0
wor_41500_half_2475,0,0.08758970453402344,0.08907563494742098,-1.0,0.2519230769230769,-1.0,0.3125861609352984,0.016666666666666663,0.03
wor_7462_half_1774,0,0.09436655422490346,0.09581009802338784,-1.0,0.30731523378582204,-1.0,0.29793213755283904,0.054971988795518206,0.016369047619047627
wor_12428_half_2182,0,0.07036036039667926,0.07330753262258019,-1.0,-1.0,0.49839566830442206,0.22182108991203014,0.03676470588235295,0.011034255599472985
wor_20404_half_1315,0,0.01719643059622125,0.016996710461483825,-1.0,-1.0,-1.0,-1.0,0.02777777777777779,0.035714285714285726
wor_26834_half_799,0,0.09765523798370353,0.09915492034498062,-1.0,0.33974358974358976,-1.0,0.3204996382192772,0.020833333333333343,0.018226363008971697
wor_30672_half_2629,0,0.09206839247444626,0.09601323361903608,-1.0,0.2803571428571429,0.4917276646946756,-1.0,0.046875,0.0212121212121212
wor_8911_half_1815,0,0.14490826768035606,0.1488365660985637,-1.0,0.3564102564102564,0.4663090343928608,0.2873376747020069,0.013888888888888895,0.0486111111111111
wor_25254_half_470,0,0.13193833515773665,0.1361668257492876,-1.0,0.3280885780885781,0.4856612854707711,0.3132640237632812,0.023809523809523808,0.01883422985713459
wor_12370_half_1895,0,0.12741751478188945,0.13167085241518192,-1.0,0.2986443381180223,0.4906748220194525,0.3017403556875737,0.04464285714285715,0.014444444444444447
wor_15516_half_1648,0,0.1838290817196304,0.18738859094749852,-1.0,0.3170995670995671,0.4873658878973228,0.29030808484709997,0.07380952380952381,0.11726800935427935
wor_11676_half_262,0,0.13987574628473734,0.14407462837116222,-1.0,0.33213141025641024,0.4935826732176878,0.3139875852088808,0.024999999999999998,0.03195680385613645
wor_10379_half_2135,0,0.14423864981128612,0.1483523930081182,0.0,0.32333333333333336,0.4904742805575052,0.31349251685136525,0.035714285714285726,0.040808543096872624
wor_32519_half_451,0,0.13999357162564172,0.14412466431866794,-1.0,0.28759578544061304,0.4943848390654768,0.30918161392284543,0.04032258064516128,0.04286020054271328
wor_28208_half_2793,0,0.13487097552983693,0.1390300378932075,-1.0,0.30544871794871803,0.4863631805875865,0.3078258882668799,0.03,0.03148148148148148
wor_15511_half_904,0,0.1332621637493054,0.13744188701603366,-1.0,0.3170995670995671,0.4855610147397974,0.30142808180052555,0.09027777777777778,0.0059523809523809494
wor_25239_half_2218,0,0.14325651441522533,0.1474330539250114,-1.0,0.31666666666666665,0.4953875463752131,0.3254427053581629,0.0234375,0.041418650793650785
wor_31822_half_2913,0,0.13479408265639115,0.13893165651456685,-1.0,0.3213716108452951,0.4986964804973428,0.2541223961308504,0.037500000000000006,0.03483870967741936
wor_21193_half_750,0,0.13715302549214292,0.14140811571251827,-1.0,0.34886128364389235,0.4934322671212274,0.3170036939715907,0.019230769230769214,0.02205882352941177
wor_39849_half_2200,0,0.14542563131908856,0.14950060166127696,-1.0,0.3204185520361991,0.4905745512884789,0.3043147111466545,0.045454545454545435,0.04318488529014845
wor_13809_half_1909,0,0.13088942443348456,0.13512930682865607,-1.0,0.2644230769230769,0.4924796951769778,0.3272021021364104,0.024999999999999998,0.03289141414141414
wor_9347_half_838,0,0.1955379628159111,0.19980208634986787,-1.0,0.2958333333333333,0.48515993181590295,0.6612818462241518,0.05952380952380953,0.0625
wor_27194_half_511,0,0.14804447593031084,0.18342719436236446,1.0,0.3102272727272727,0.4967913366088439,0.3021059446285083,0.05434782608695651,0.03265173369534476
wor_44576_half_2177,0,0.15699608691097502,0.1923674043784114,1.0,0.38690476190476186,0.4952872756442394,0.3044746563083133,0.034883720930232565,0.03174603174603175
wor_30666_half_2817,0,0.1544342999152254,0.18976822177142585,1.0,0.3139583333333333,0.4976436378221198,0.30855706614874906,0.047619047619047616,0.0450191570881226
wor_11130_half_1501,0,0.14577472445215467,0.1483731439381946,-1.0,0.2946969696969697,0.4935826732176878,0.3040176701321452,0.02272727272727273,0.05310457516339871
wor_36214_half_41,0,0.14286838478533972,0.14693648945810694,-1.0,0.24796195652173916,0.496239847588489,0.3116417228378841,0.04000000000000002,0.061070538511757075
wor_28028_half_2209,0,0.12677133105461702,0.1310100938294326,-1.0,0.3636363636363637,0.492178882984057,0.2536577935184127,0.03260869565217392,0.007192676547515245
wor_33181_half_664,0,0.1533845750036678,0.1574615998970992,-1.0,0.33928571428571425,0.4972425548982252,0.31590692714878704,0.04411764705882354,0.04981297941824258
wor_9778_half_2724,0,0.14729280796517472,0.1512923022477899,-1.0,0.2471804511278196,0.4957384939336208,0.3052819985528771,0.0625,0.06451612903225806
wor_2757_half_1773,0,0.11398209301582063,0.11531043112613334,-1.0,0.34886128364389235,-1.0,0.3236376099622987,0.054029304029304025,0.03676787252368647
wor_1596_half_92,0,0.15405884511166132,0.15809775620869113,-1.0,0.3132664437012263,0.4992981048831846,0.313553448341521,0.04575736325385693,0.05949905012405012
wor_22296_half_488,0,0.1286008547313915,0.1329073824726022,-1.0,0.2946969696969697,0.49839566830442206,0.3128908183860772,0.02777777777777779,0.019871794871794867
wor_26648_half_204,0,0.14337674812837556,0.14733799812091755,0.0,0.3551075268817204,0.4626992880778101,0.3048173959404395,0.06578947368421052,0.024877296480024846
wor_1962_half_259,0,0.15806396793401312,0.1933497513692776,1.0,0.3039583333333333,0.4988970219592901,0.31092577782855396,0.055380411937789004,0.05237469504710884
wor_22275_half_1929,0,0.15923446694742574,0.16319836812464286,-1.0,0.3125,0.4927805073698987,0.31961613161201874,0.19769924098671726,0.019230769230769214
wor_33779_half_981,0,0.13805196070210538,0.14229003748256885,-1.0,0.33611111111111114,0.4935826732176878,0.3196618302296356,0.03378378378378377,0.02259259259259259
wor_30656_half_2958,0,0.1502680196754204,0.1856941279252296,1.0,0.3586956521739131,0.4906246866539657,0.3237670893788796,0.035714285714285726,0.02301587301587301
wor_21019_half_2904,0,0.1385472456720153,0.14272422207762328,-1.0,0.2958333333333333,0.4911260403088338,0.32620434898510986,0.01785714285714285,0.040994942310731766
wor_34735_half_70,0,0.13030715515723454,0.13451650158483588,-1.0,0.3022774327122153,0.4919783415221096,0.2919913172626528,0.03260869565217392,0.025352146531416764
wor_7218_half_1193,0,0.13798119994848754,0.14218133501800204,-1.0,0.3,0.4943848390654768,0.32104802163067897,0.023809523809523808,0.0372459349593496
wor_4654_half_1537,0,0.1447950684279362,0.1801710689390153,1.0,0.23728070175438595,0.49839566830442206,0.3162268174721048,0.086489898989899,0.03571428571428572
wor_19981_half_2715,0,0.15348579957928016,0.15761587674133098,-1.0,0.3931623931623932,0.4976937731876066,0.3083971209870901,0.048076923076923066,0.03266039263307024
wor_1915_half_1970,0,0.16235129730776945,0.16628726615154096,-1.0,0.3345588235294118,0.4936829439486614,0.3155108724627747,0.06063829787234042,0.06483297022512709
wor_32080_half_1877,0,0.13889046379413744,0.1431260274532142,-1.0,0.3215686274509804,0.4977439085530934,0.3197913096462165,0.0,0.03970588235294118
wor_41399_half_793,0,0.1812075607607373,0.2180089168840176,1.0,0.3901515151515152,0.7496490524415923,0.32660040367112225,0.019230769230769214,0.04115855895516912
wor_265_half_2106,0,0.15839707785107496,0.16215562939934755,-1.0,0.3056862745098039,0.4887696781309536,0.2478464526448075,0.04734848484848485,0.08805399382187601
wor_15507_half_512,0,0.15051872493576818,0.15446911807492347,-1.0,0.3170995670995671,0.4889702195929008,0.2818081419703721,0.07380952380952381,0.051008914509329095
wor_17803_half_2502,0,0.18240285210554585,0.18690481169744755,-1.0,0.3125,0.4946856512583977,0.6625080924635363,0.03125,0.037795015679154984
wor_3966_half_560,0,0.1380859025365343,0.14215142908065667,-1.0,0.2958333333333333,0.4765366489521708,0.3140332838264976,0.09523809523809523,0.019480519480519487
