ids,l_id,r_id,label,length_lev_sim,length_jac_q3_sim,length_jac_an_sim,length_exact_sim,length_all_missing,year_lev_sim,year_jac_q3_sim,year_jac_an_sim,year_exact_sim,year_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing
m2_2981_m5_776,m2_2981,m5_776,0,0.33333333333333337,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.3076923076923077,0.12,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.1071428571428571,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3869_m5_2085,m2_3869,m5_2085,0,0.19999999999999996,0.09090909090909091,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.30188679245283023,0.1,0.1,0,0,-1.0,-1.0,-1.0,-1,0,0.21739130434782605,0.03296703296703297,0.03333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
m2_1880_m5_2570,m2_1880,m5_2570,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.4054054054054054,0.18867924528301888,0.18181818181818182,0,0,0.16666666666666663,0.0,0.0,0,0,0.18181818181818177,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2090_m5_2626,m2_2090,m5_2626,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.18999999999999995,0.0273972602739726,0.0,0,0,0.15000000000000002,0.0,0.0,0,0,0.2586206896551724,0.062111801242236024,0.07692307692307693,0,0,-1.0,-1.0,-1.0,-1,0
m2_3858_m5_2735,m2_3858,m5_2735,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.3548387096774194,0.23529411764705882,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,0.15384615384615385,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3022_m5_2220,m2_3022,m5_2220,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.14285714285714285,0.0,0,0,0.3870967741935484,0.2558139534883721,0.3333333333333333,0,0,0.19999999999999996,0.0,0.0,0,0,0.06896551724137934,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3288_m5_3789,m2_3288,m5_3789,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.5925925925925926,0.40540540540540543,0.3333333333333333,0,0,0.8571428571428572,0.5454545454545454,0.0,0,0,0.196078431372549,0.03896103896103896,0.07142857142857142,0,0,-1.0,-1.0,-1.0,-1,0
m2_1262_m5_49,m2_1262,m5_49,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.5,0.14285714285714285,0.0,0,0,0.4545454545454546,0.28125,0.25,0,0,0.875,0.5833333333333334,0.0,0,0,0.17500000000000004,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_40_m5_1850,m2_40,m5_1850,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.4375,0.19117647058823528,0.08333333333333333,0,0,1.0,1.0,1.0,1,0,0.2195121951219512,0.028985507246376812,0.08333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
m2_2027_m5_3031,m2_2027,m5_3031,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.40740740740740744,0.21052631578947367,0.16666666666666666,0,0,1.0,1.0,1.0,1,0,0.22580645161290325,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3744_m5_2062,m2_3744,m5_2062,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.16000000000000003,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3191_m5_1221,m2_3191,m5_1221,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.20588235294117652,0.03636363636363636,0.0,0,0,1.0,1.0,1.0,1,0,0.2142857142857143,0.05,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,0
m2_3854_m5_1446,m2_3854,m5_1446,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.09302325581395354,0.0,0.0,0,0,1.0,1.0,1.0,1,0,0.2142857142857143,0.023255813953488372,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3759_m5_1058,m2_3759,m5_1058,0,0.16666666666666663,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.10526315789473684,0.02857142857142857,0.0,0,0,1.0,1.0,1.0,1,0,0.1724137931034483,0.02040816326530612,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_600_m5_1112,m2_600,m5_1112,0,0.5,0.3,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.12121212121212122,0.0,0.0,0,0,0.19999999999999996,0.0,0.0,0,0,0.19354838709677424,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_133_m5_1427,m2_133,m5_1427,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.4137931034482759,0.16666666666666666,0.125,0,0,1.0,1.0,1.0,1,0,0.09375,0.025,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2814_m5_3089,m2_2814,m5_3089,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.24137931034482762,0.2,0.25,0,0,1.0,1.0,1.0,1,0,0.09090909090909094,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1859_m5_1146,m2_1859,m5_1146,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.4782608695652174,0.21621621621621623,0.14285714285714285,0,0,1.0,1.0,1.0,1,0,0.2727272727272727,0.08888888888888889,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0
m2_2442_m5_2245,m2_2442,m5_2245,0,0.16666666666666663,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.1428571428571429,0.045454545454545456,0.0,0,0,1.0,1.0,1.0,1,0,0.07692307692307687,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1334_m5_3371,m2_1334,m5_3371,0,0.33333333333333337,0.08333333333333333,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.19512195121951215,0.05660377358490566,0.125,0,0,1.0,1.0,1.0,1,0,0.20588235294117652,0.018867924528301886,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2754_m5_326,m2_2754,m5_326,0,0.1428571428571429,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.3191489361702128,0.23636363636363636,0.125,0,0,1.0,1.0,1.0,1,0,0.15555555555555556,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3104_m5_1071,m2_3104,m5_1071,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.0,0.0,0.0,0,0,0.6097560975609756,0.3620689655172414,0.36363636363636365,0,0,1.0,1.0,1.0,1,0,0.18367346938775508,0.014492753623188406,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1724_m5_722,m2_1724,m5_722,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.32558139534883723,0.2708333333333333,0.2857142857142857,0,0,1.0,1.0,1.0,1,0,0.16666666666666663,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3408_m5_2296,m2_3408,m5_2296,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.25,0.05970149253731343,0.1111111111111111,0,0,1.0,1.0,1.0,1,0,0.18181818181818177,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3222_m5_2444,m2_3222,m5_2444,0,0.16666666666666663,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.24242424242424243,0.0,0.0,0,0,1.0,1.0,1.0,1,0,0.2941176470588235,0.16666666666666666,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0
m2_1326_m5_2469,m2_1326,m5_2469,0,0.19999999999999996,0.09090909090909091,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5517241379310345,0.35,0.3333333333333333,0,0,1.0,1.0,1.0,1,0,0.1785714285714286,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1500_m5_68,m2_1500,m5_68,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.4,0.0,0,0,0.4285714285714286,0.23170731707317074,0.25,0,0,1.0,1.0,1.0,1,0,0.18518518518518523,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_756_m5_1850,m2_756,m5_1850,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.6551724137931034,0.4,0.4,0,0,1.0,1.0,1.0,1,0,0.2558139534883721,0.05714285714285714,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_324_m5_1356,m2_324,m5_1356,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.14285714285714285,0.0,0,0,0.6097560975609756,0.3389830508474576,0.2222222222222222,0,0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_964_m5_2286,m2_964,m5_2286,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.16666666666666666,0.0,0,0,0.5,0.4838709677419355,0.5,0,0,1.0,1.0,1.0,1,0,0.12,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3403_m5_2895,m2_3403,m5_2895,0,0.33333333333333337,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.32608695652173914,0.2553191489361702,0.375,0,0,0.4285714285714286,0.21428571428571427,0.0,0,0,0.1333333333333333,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_589_m5_390,m2_589,m5_390,0,0.33333333333333337,0.08333333333333333,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.3125,0.4,0,0,1.0,1.0,1.0,1,0,0.22499999999999998,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3543_m5_241,m2_3543,m5_241,0,0.16666666666666663,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.6470588235294117,0.36,0.5,0,0,1.0,1.0,1.0,1,0,0.15384615384615385,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1699_m5_2025,m2_1699,m5_2025,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.5,0.14285714285714285,0.0,0,0,0.4444444444444444,0.3181818181818182,0.18181818181818182,0,0,1.0,1.0,1.0,1,0,0.19512195121951215,0.013333333333333334,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3733_m5_2425,m2_3733,m5_2425,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.25,0.0,0.0,0,0,0.5,0.14285714285714285,0.0,0,0,0.33333333333333337,0.11764705882352941,0.2,0,0,1.0,1.0,1.0,1,0,0.25,0.1891891891891892,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0
m2_815_m5_638,m2_815,m5_638,0,0.33333333333333337,0.08333333333333333,0.0,0,0,0.5,0.25,0.0,0,0,0.5,0.14285714285714285,0.0,0,0,0.4,0.22727272727272727,0.0,0,0,1.0,1.0,1.0,1,0,0.1428571428571429,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1699_m5_228,m2_1699,m5_228,0,0.16666666666666663,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.14285714285714285,0.0,0,0,0.40740740740740744,0.19047619047619047,0.23076923076923078,0,0,1.0,1.0,1.0,1,0,0.19512195121951215,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2405_m5_3007,m2_2405,m5_3007,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.14285714285714285,0.0,0,0,0.2941176470588235,0.3269230769230769,0.36363636363636365,0,0,1.0,1.0,1.0,1,0,0.20833333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3733_m5_3819,m2_3733,m5_3819,0,0.33333333333333337,0.18181818181818182,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.4,0.0,0,0,0.25,0.02702702702702703,0.0,0,0,1.0,1.0,1.0,1,0,0.19444444444444442,0.10526315789473684,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0
m2_2552_m5_909,m2_2552,m5_909,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,0.5,0.16666666666666666,0.0,0,0,0.23529411764705888,0.03773584905660377,0.125,0,0,1.0,1.0,1.0,1,0,0.5588235294117647,0.5,0.5,0,0,-1.0,-1.0,-1.0,-1,0
m2_1842_m5_685,m2_1842,m5_685,0,0.16666666666666663,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.14285714285714285,0.0,0,0,0.55,0.4074074074074074,0.75,0,0,1.0,1.0,1.0,1,0,0.3125,0.1320754716981132,0.2222222222222222,0,0,-1.0,-1.0,-1.0,-1,0
m2_1467_m5_3191,m2_1467,m5_3191,0,0.16666666666666663,0.08333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.6956521739130435,0.45454545454545453,0.5,0,0,1.0,1.0,1.0,1,0,0.2222222222222222,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3213_m5_2231,m2_3213,m5_2231,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.48275862068965514,0.28888888888888886,0.3333333333333333,0,0,1.0,1.0,1.0,1,0,0.33333333333333337,0.13636363636363635,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,0
m2_3796_m5_1345,m2_3796,m5_1345,0,0.33333333333333337,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1,0,0.2564102564102564,0.07142857142857142,0.1111111111111111,0,0,0.6666666666666667,0.3333333333333333,0.0,0,0,0.180327868852459,0.023529411764705882,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1472_m5_3819,m2_1472,m5_3819,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.5,0.16666666666666666,0.0,0,0,0.7647058823529411,0.6190476190476191,0.6666666666666666,0,0,1.0,1.0,1.0,1,0,0.16000000000000003,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1472_m5_3353,m2_1472,m5_3353,0,0.16666666666666663,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.5,0.14285714285714285,0.0,0,0,0.45945945945945943,0.32558139534883723,0.25,0,0,1.0,1.0,1.0,1,0,0.24,0.02702702702702703,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2826_m5_685,m2_2826,m5_685,0,0.33333333333333337,0.18181818181818182,0.0,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.46875,0.2857142857142857,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.2790697674418605,0.058823529411764705,0.08333333333333333,0,0,-1.0,-1.0,-1.0,-1,0
m2_2636_m5_2072,m2_2636,m5_2072,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.6818181818181819,0.4666666666666667,0.5,0,0,1.0,1.0,1.0,1,0,0.21052631578947367,0.00909090909090909,0.0,0,0,-1.0,-1.0,-1.0,-1,0
