ids,l_id,r_id,label,length_lev_sim,length_jac_q3_sim,length_jac_an_sim,length_exact_sim,length_all_missing,year_lev_sim,year_jac_q3_sim,year_jac_an_sim,year_exact_sim,year_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing
m2_2616_m1_2253,m2_2616,m1_2253,0,0.19999999999999996,0.09090909090909091,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.06896551724137934,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2192_m1_2882,m2_2192,m1_2882,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.13636363636363635,0.03125,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.11538461538461542,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2604_m1_3055,m2_2604,m1_3055,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.1428571428571429,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.25,0.08823529411764706,0.1,0,0,-1.0,-1.0,-1.0,-1,0
m2_1686_m1_2918,m2_1686,m1_2918,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.15000000000000002,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3575_m1_91,m2_3575,m1_91,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.24,0.02564102564102564,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.21052631578947367,0.014492753623188406,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_763_m1_1368,m2_763,m1_1368,0,0.19999999999999996,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.26315789473684215,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.125,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2878_m1_437,m2_2878,m1_437,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.1578947368421053,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.16666666666666663,0.12,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_335_m1_759,m2_335,m1_759,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.052631578947368474,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.2857142857142857,0.12307692307692308,0.1,0,0,-1.0,-1.0,-1.0,-1,0
m2_2341_m1_666,m2_2341,m1_666,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.17391304347826086,0.08571428571428572,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.16666666666666663,0.08064516129032258,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3656_m1_1489,m2_3656,m1_1489,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.16666666666666663,0.04054054054054054,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.18518518518518523,0.0125,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_508_m1_2998,m2_508,m1_2998,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.1568627450980392,0.07894736842105263,0.09090909090909091,0,0,-1.0,-1.0,-1.0,-1,0
m2_2025_m1_3422,m2_2025,m1_3422,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.1785714285714286,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.24193548387096775,0.12790697674418605,0.07692307692307693,0,0,-1.0,-1.0,-1.0,-1,0
m2_283_m1_1432,m2_283,m1_1432,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.0,0.0,0.0,0,0,0.3023255813953488,0.16129032258064516,0.3,0,0,-1.0,-1.0,-1.0,-1,0,0.1282051282051282,0.02531645569620253,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1000_m1_1404,m2_1000,m1_1404,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,0.09999999999999998,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.2702702702702703,0.07216494845360824,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_137_m1_3453,m2_137,m1_3453,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.14285714285714285,0.0,0,0,0.1875,0.07017543859649122,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,0,0.22807017543859653,0.021505376344086023,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_807_m1_2740,m2_807,m1_2740,0,0.19999999999999996,0.09090909090909091,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.26315789473684215,0.03225806451612903,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.23076923076923073,0.028985507246376812,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2159_m1_1884,m2_2159,m1_1884,0,0.19999999999999996,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.19999999999999996,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.28378378378378377,0.0625,0.05555555555555555,0,0,-1.0,-1.0,-1.0,-1,0
m2_562_m1_2630,m2_562,m1_2630,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.4285714285714286,0.24324324324324326,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,0,0.2325581395348837,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_626_m1_1853,m2_626,m1_1853,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.2857142857142857,0.10714285714285714,0.2,0,0,-1.0,-1.0,-1.0,-1,0,0.125,0.022727272727272728,0.0,0,0,-1.0,-1.0,-1.0,-1,0
