ids,l_id,r_id,label,length_lev_sim,length_jac_q3_sim,length_jac_an_sim,length_exact_sim,length_all_missing,year_lev_sim,year_jac_q3_sim,year_jac_an_sim,year_exact_sim,year_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing
m2_16_m3_1519,m2_16,m3_1519,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.0,0.0,0,0,0.15384615384615385,0.029850746268656716,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3421_m3_468,m2_3421,m3_468,0,0.33333333333333337,0.1111111111111111,0.0,0,0,0.33333333333333337,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.18518518518518523,0.02,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_1873_m3_3820,m2_1873,m3_3820,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.11538461538461542,0.029411764705882353,0.0,0,0,0.25,0.0,0.0,0,0,0.10344827586206895,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_2666_m3_3732,m2_2666,m3_3732,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.125,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.18965517241379315,0.04,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3105_m3_1742,m2_3105,m3_1742,0,0.19999999999999996,0.09090909090909091,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.30000000000000004,0.0,0.0,0,0,0.11363636363636365,0.015151515151515152,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_83_m3_1942,m2_83,m3_1942,0,0.19999999999999996,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,0.23529411764705888,0.06896551724137931,0.023255813953488372,0,0,-1.0,-1.0,-1.0,-1,0
m2_2999_m3_2144,m2_2999,m3_2144,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.0,0.0,0,0,0.19117647058823528,0.03669724770642202,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_402_m3_510,m2_402,m3_510,0,0.19999999999999996,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.125,0.0,0.0,0,0,0.15625,0.019230769230769232,0.0,0,0,0.0,0.0,0.0,0,0
m2_2905_m3_1861,m2_2905,m3_1861,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.0,0.0,0,0,0.1707317073170732,0.02564102564102564,0.0,0,0,-1.0,-1.0,-1.0,-1,0
m2_3408_m3_983,m2_3408,m3_983,0,0.19999999999999996,0.0,0.0,0,0,0.33333333333333337,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.7142857142857143,0.38461538461538464,0.0,0,0,0.18181818181818177,0.016129032258064516,0.0,0,0,-1.0,-1.0,-1.0,-1,0
