ids,l_id,r_id,label,length_lev_sim,length_jac_q3_sim,length_jac_an_sim,length_exact_sim,length_all_missing,year_lev_sim,year_jac_q3_sim,year_jac_an_sim,year_exact_sim,year_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing
m1_731_m3_312,m1_731,m3_312,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.20895522388059706,0.13559322033898305,0.13333333333333333,0,0,0.16666666666666663,0.04,0.0,0,0
m1_2450_m3_3534,m1_2450,m3_3534,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.21739130434782605,0.11235955056179775,0.14285714285714285,0,0,0.0,0.0,0.0,0,0
m1_3504_m3_1789,m1_3504,m3_1789,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.3035714285714286,0.12359550561797752,0.18181818181818182,0,0,0.0,0.0,0.0,0,0
m1_1091_m3_2212,m1_1091,m3_2212,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.3529411764705882,0.13636363636363635,0.125,0,0,0.08333333333333337,0.0,0.0,0,0
m1_1838_m3_1719,m1_1838,m3_1719,0,0.19999999999999996,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.3833333333333333,0.18072289156626506,0.2,0,0,0.08333333333333337,0.0,0.0,0,0
m1_731_m3_1128,m1_731,m3_1128,0,0.19999999999999996,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.26865671641791045,0.11926605504587157,0.0,0,0,0.33333333333333337,0.0,0.0,0,0
m1_3629_m3_548,m1_3629,m3_548,0,0.0,0.0,0.0,0,0,0.5,0.2222222222222222,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.21999999999999997,0.011111111111111112,0.0,0,0,0.1333333333333333,0.0,0.0,0,0
m1_3195_m3_2789,m1_3195,m3_2789,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2075471698113207,0.11827956989247312,0.23076923076923078,0,0,0.2142857142857143,0.04,0.0,0,0
m1_2027_m3_2289,m1_2027,m3_2289,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.22033898305084743,0.034482758620689655,0.0,0,0,0.1875,0.0,0.0,0,0
m1_903_m3_2391,m1_903,m3_2391,0,0.0,0.0,0.0,0,0,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2222222222222222,0.13432835820895522,0.1111111111111111,0,0,0.15384615384615385,0.0,0.0,0,0
m1_65_m3_3504,m1_65,m3_3504,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.30000000000000004,0.1016949152542373,0.125,0,0,0.2727272727272727,0.2,0.0,0,0
m1_198_m3_2902,m1_198,m3_2902,0,0.4,0.09090909090909091,0.0,0,0,0.5,0.2222222222222222,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.3661971830985915,0.1792452830188679,0.25,0,0,0.0,0.0,0.0,0,0
m1_1893_m3_1980,m1_1893,m3_1980,0,0.4,0.07692307692307693,0.0,0,0,0.5,0.2222222222222222,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.14893617021276595,0.058823529411764705,0,0,0.09090909090909094,0.0,0.0,0,0
m1_1372_m3_3281,m1_1372,m3_3281,0,0.19999999999999996,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.34375,0.16853932584269662,0.09090909090909091,0,0,0.0,0.0,1.0,0,0
m1_2370_m3_1040,m1_2370,m3_1040,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.4358974358974359,0.21774193548387097,0.17647058823529413,0,0,0.2857142857142857,0.06666666666666667,0.0,0,0
m1_3128_m3_162,m1_3128,m3_162,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.6666666666666667,0.2857142857142857,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.23076923076923073,0.08888888888888889,0.0,0,0,0.24,0.1276595744680851,0.1111111111111111,0,0
m1_1602_m3_2608,m1_1602,m3_2608,0,0.19999999999999996,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.3146067415730337,0.12931034482758622,0.2,0,0,0.7333333333333334,0.36,0.2,0,0
m1_3102_m3_3109,m1_3102,m3_3109,0,0.19999999999999996,0.07692307692307693,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2518518518518519,0.041666666666666664,0.0,0,0,0.9545454545454546,0.8076923076923077,0.5,0,0
m1_3102_m3_283,m1_3102,m3_283,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2222222222222222,0.043795620437956206,0.022727272727272728,0,0,0.9545454545454546,0.8076923076923077,0.5,0,0
m1_2390_m3_175,m1_2390,m3_175,0,0.4,0.16666666666666666,0.0,0,0,0.25,0.0,0.0,0,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.43137254901960786,0.20930232558139536,0.18181818181818182,0,0,0.0,0.0,1.0,0,0
m1_3102_m3_345,m1_3102,m3_345,0,0.19999999999999996,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.030434782608695653,0.02631578947368421,0,0,0.6363636363636364,0.5384615384615384,0.6666666666666666,0,0
m1_2949_m3_345,m1_2949,m3_345,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2338709677419355,0.06532663316582915,0.05555555555555555,0,0,0.6666666666666667,0.56,0.6666666666666666,0,0
m1_3102_m3_946,m1_3102,m3_946,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.22962962962962963,0.011560693641618497,0.03571428571428571,0,0,0.9545454545454546,0.8076923076923077,0.5,0,0
m1_326_m3_1604,m1_326,m3_1604,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.33333333333333337,0.14285714285714285,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.0,0.0,0,0,0.5625,0.42857142857142855,0.5,0,0
m1_860_m3_3281,m1_860,m3_3281,0,0.19999999999999996,0.07692307692307693,0.0,0,0,0.5,0.2222222222222222,0.0,0,0,0.33333333333333337,0.125,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.3661971830985915,0.16379310344827586,0.13333333333333333,0,0,0.0,0.0,1.0,0,0
m1_1699_m3_3637,m1_1699,m3_3637,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.15929203539823011,0.028708133971291867,0.0,0,0,0.9583333333333334,0.8888888888888888,0.5,0,0
m1_2099_m3_3328,m1_2099,m3_3328,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.14400000000000002,0.034722222222222224,0.037037037037037035,0,0,0.7333333333333334,0.55,0.5,0,0
m1_3305_m3_591,m1_3305,m3_591,0,0.19999999999999996,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.5,0.24324324324324326,0.3333333333333333,0,0,0.0,0.0,1.0,0,0
m1_2575_m3_3343,m1_2575,m3_3343,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.15254237288135597,0.0,0.0,0,0,0.9565217391304348,0.8148148148148148,0.5,0,0
m1_1372_m3_175,m1_1372,m3_175,0,0.19999999999999996,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.16666666666666666,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.4509803921568627,0.22972972972972974,0.1,0,0,0.0,0.0,1.0,0,0
m1_615_m3_3548,m1_615,m3_3548,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.18367346938775508,0.0,0.0,0,0,0.6666666666666667,0.56,0.6666666666666666,0,0
m1_193_m3_422,m1_193,m3_422,0,0.0,0.0,0.0,0,0,0.5,0.1,0.0,0,0,0.33333333333333337,0.125,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.23076923076923073,0.06896551724137931,0.15384615384615385,0,0,0.6,0.391304347826087,0.3333333333333333,0,0
m1_2621_m3_3637,m1_2621,m3_3637,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.23364485981308414,0.05228758169934641,0.08333333333333333,0,0,0.9583333333333334,0.8888888888888888,0.5,0,0
m1_1334_m3_3343,m1_1334,m3_3343,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.1273885350318471,0.013245033112582781,0.0,0,0,0.9565217391304348,0.8148148148148148,0.5,0,0
m1_1741_m3_3343,m1_1741,m3_3343,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.18446601941747576,0.007352941176470588,0.0,0,0,0.9565217391304348,0.8148148148148148,0.5,0,0
m1_701_m3_345,m1_701,m3_345,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.18548387096774188,0.07407407407407407,0.05555555555555555,0,0,0.6666666666666667,0.56,0.6666666666666666,0,0
m1_656_m3_3706,m1_656,m3_3706,0,0.0,0.0,0.0,0,0,0.5,0.2222222222222222,0.0,0,0,0.33333333333333337,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2931034482758621,0.056818181818181816,0.0625,0,0,0.4666666666666667,0.3684210526315789,0.5,0,0
m1_2844_m3_2312,m1_2844,m3_2312,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.15555555555555556,0.022988505747126436,0.0,0,0,0.7777777777777778,0.3333333333333333,1.0,0,0
